last_update,fin_year_end,period,exp_ccy_name,base_ccy_name,rate_type,rate
01/09/16 0:00,24/02/18 0:00,p2_next,INR,HUF,Plan,4.245
01/09/16 0:00,24/02/18 0:00,p6_next,USD,KRW,Plan,1199
01/09/16 0:00,24/02/18 0:00,p7_next,USD,KRW,Plan,1130
01/09/16 0:00,24/02/18 0:00,p8_next,USD,KRW,Plan,1130
01/09/16 0:00,24/02/18 0:00,p9_next,USD,KRW,Plan,1130
01/09/16 0:00,24/02/18 0:00,p10_next,USD,KRW,Plan,1130
01/09/16 0:00,24/02/18 0:00,p11_next,USD,KRW,Plan,1130
01/09/16 0:00,24/02/18 0:00,p12_next,USD,KRW,Plan,1130
01/09/16 0:00,24/02/18 0:00,p1_next,USD,MYR,Plan,4.19
01/09/16 0:00,24/02/18 0:00,p2_next,USD,MYR,Plan,4.19
01/09/16 0:00,24/02/18 0:00,p3_next,USD,MYR,Plan,4.19
01/09/16 0:00,24/02/18 0:00,p4_next,USD,MYR,Plan,4.19
01/09/16 0:00,24/02/18 0:00,p5_next,USD,MYR,Plan,4.19
01/09/16 0:00,24/02/18 0:00,p6_next,USD,MYR,Plan,4.19
01/09/16 0:00,24/02/18 0:00,p7_next,USD,MYR,Plan,4.15
01/09/16 0:00,24/02/18 0:00,p8_next,USD,MYR,Plan,4.15
01/09/16 0:00,24/02/18 0:00,p9_next,USD,MYR,Plan,4.15
01/09/16 0:00,24/02/18 0:00,p10_next,USD,MYR,Plan,4.15
01/09/16 0:00,24/02/18 0:00,p11_next,USD,MYR,Plan,4.15
01/09/16 0:00,24/02/18 0:00,p12_next,USD,MYR,Plan,4.15
01/09/16 0:00,24/02/18 0:00,p1_next,USD,PLN,Plan,4.2
01/09/16 0:00,24/02/18 0:00,p2_next,USD,PLN,Plan,4.2
01/09/16 0:00,24/02/18 0:00,p3_next,USD,PLN,Plan,4.2
01/09/16 0:00,24/02/18 0:00,p4_next,USD,PLN,Plan,4.2
01/09/16 0:00,24/02/18 0:00,p5_next,USD,PLN,Plan,4.2
01/09/16 0:00,24/02/18 0:00,p6_next,USD,PLN,Plan,4.2
01/09/16 0:00,24/02/18 0:00,p7_next,USD,PLN,Plan,4.2
01/09/16 0:00,24/02/18 0:00,p8_next,USD,PLN,Plan,4.2
01/09/16 0:00,24/02/18 0:00,p9_next,USD,PLN,Plan,4.2
01/09/16 0:00,24/02/18 0:00,p10_next,USD,PLN,Plan,4.2
01/09/16 0:00,24/02/18 0:00,p11_next,USD,PLN,Plan,4.2
01/09/16 0:00,24/02/18 0:00,p12_next,USD,PLN,Plan,4.2
01/09/16 0:00,24/02/18 0:00,p1_next,USD,THB,Plan,35.62058333
01/09/16 0:00,24/02/18 0:00,p2_next,USD,THB,Plan,35.62058333
01/09/16 0:00,24/02/18 0:00,p3_next,USD,THB,Plan,35.62058333
01/09/16 0:00,24/02/18 0:00,p4_next,USD,THB,Plan,35.62058333
01/09/16 0:00,24/02/18 0:00,p5_next,USD,THB,Plan,35.62058333
01/09/16 0:00,24/02/18 0:00,p6_next,USD,THB,Plan,35.62058333
01/09/16 0:00,24/02/18 0:00,p7_next,USD,THB,Plan,36
01/09/16 0:00,24/02/18 0:00,p8_next,USD,THB,Plan,36
01/09/16 0:00,24/02/18 0:00,p9_next,USD,THB,Plan,36
01/09/16 0:00,24/02/18 0:00,p10_next,USD,THB,Plan,36
01/09/16 0:00,24/02/18 0:00,p11_next,USD,THB,Plan,36
01/09/16 0:00,24/02/18 0:00,p12_next,USD,THB,Plan,36
01/09/16 0:00,24/02/18 0:00,p1_next,USD,TRY,Plan,3.5
01/09/16 0:00,24/02/18 0:00,p2_next,USD,TRY,Plan,3.5
01/09/16 0:00,24/02/18 0:00,p3_next,USD,TRY,Plan,3.5
01/09/16 0:00,24/02/18 0:00,p4_next,USD,TRY,Plan,3.5
01/09/16 0:00,24/02/18 0:00,p5_next,USD,TRY,Plan,3.5
01/09/16 0:00,24/02/18 0:00,p6_next,USD,TRY,Plan,3.5
01/09/16 0:00,24/02/18 0:00,p7_next,USD,TRY,Plan,3.77732
01/09/16 0:00,24/02/18 0:00,p8_next,USD,TRY,Plan,3.77732
01/09/16 0:00,24/02/18 0:00,p9_next,USD,TRY,Plan,3.77732
01/09/16 0:00,24/02/18 0:00,p10_next,USD,TRY,Plan,3.77732
01/09/16 0:00,24/02/18 0:00,p11_next,USD,TRY,Plan,3.77732
01/09/16 0:00,24/02/18 0:00,p12_next,USD,TRY,Plan,3.77732
01/09/16 0:00,24/02/18 0:00,p1_next,HUF,CZK,Plan,11.666
01/09/16 0:00,24/02/18 0:00,p2_next,HUF,CZK,Plan,11.666
01/09/16 0:00,24/02/18 0:00,p3_next,HUF,CZK,Plan,11.666
01/09/16 0:00,24/02/18 0:00,p4_next,HUF,CZK,Plan,11.666
01/09/16 0:00,24/02/18 0:00,p5_next,HUF,CZK,Plan,11.666
01/09/16 0:00,24/02/18 0:00,p6_next,HUF,CZK,Plan,11.666
01/09/16 0:00,24/02/18 0:00,p7_next,HUF,CZK,Plan,11.66666667
01/09/16 0:00,24/02/18 0:00,p8_next,HUF,CZK,Plan,11.66666667
01/09/16 0:00,24/02/18 0:00,p9_next,HUF,CZK,Plan,11.66666667
01/09/16 0:00,24/02/18 0:00,p10_next,HUF,CZK,Plan,11.66666667
01/09/16 0:00,24/02/18 0:00,p11_next,HUF,CZK,Plan,11.66666667
01/09/16 0:00,24/02/18 0:00,p12_next,HUF,CZK,Plan,11.66666667
01/09/16 0:00,24/02/18 0:00,p1_next,INR,CZK,Plan,2.76
01/09/16 0:00,24/02/18 0:00,p2_next,INR,CZK,Plan,2.76
01/09/16 0:00,24/02/18 0:00,p3_next,INR,CZK,Plan,2.76
01/09/16 0:00,24/02/18 0:00,p4_next,INR,CZK,Plan,2.76
01/09/16 0:00,24/02/18 0:00,p5_next,INR,CZK,Plan,2.76
01/09/16 0:00,24/02/18 0:00,p6_next,INR,CZK,Plan,2.76
01/09/16 0:00,24/02/18 0:00,p7_next,INR,CZK,Plan,2.79625
01/09/16 0:00,24/02/18 0:00,p8_next,INR,CZK,Plan,2.79625
01/09/16 0:00,24/02/18 0:00,p9_next,INR,CZK,Plan,2.79625
01/09/16 0:00,24/02/18 0:00,p10_next,INR,CZK,Plan,2.79625
01/09/16 0:00,24/02/18 0:00,p11_next,INR,CZK,Plan,2.79625
01/09/16 0:00,24/02/18 0:00,p12_next,INR,CZK,Plan,2.79625
01/09/16 0:00,24/02/18 0:00,p1_next,CZK,EUR,Plan,27.1
01/09/16 0:00,24/02/18 0:00,p2_next,CZK,EUR,Plan,27.1
01/09/16 0:00,24/02/18 0:00,p3_next,CZK,EUR,Plan,27.1
01/09/16 0:00,24/02/18 0:00,p4_next,CZK,EUR,Plan,27.1
01/09/16 0:00,24/02/18 0:00,p5_next,CZK,EUR,Plan,27.1
01/09/16 0:00,24/02/18 0:00,p6_next,CZK,EUR,Plan,27.1
01/09/16 0:00,24/02/18 0:00,p7_next,CZK,EUR,Plan,27.1
01/09/16 0:00,24/02/18 0:00,p8_next,CZK,EUR,Plan,27.1
01/09/16 0:00,24/02/18 0:00,p9_next,CZK,EUR,Plan,27.1
01/09/16 0:00,24/02/18 0:00,p10_next,CZK,EUR,Plan,27.1
01/09/16 0:00,24/02/18 0:00,p11_next,CZK,EUR,Plan,27.1
01/09/16 0:00,24/02/18 0:00,p12_next,CZK,EUR,Plan,27.1
01/09/16 0:00,24/02/18 0:00,p1_next,HUF,EUR,Plan,315
01/09/16 0:00,24/02/18 0:00,p2_next,HUF,EUR,Plan,315
01/09/16 0:00,24/02/18 0:00,p3_next,HUF,EUR,Plan,315
01/09/16 0:00,24/02/18 0:00,p4_next,HUF,EUR,Plan,315
01/09/16 0:00,24/02/18 0:00,p5_next,HUF,EUR,Plan,315
01/09/16 0:00,24/02/18 0:00,p6_next,HUF,EUR,Plan,315
01/09/16 0:00,24/02/18 0:00,p7_next,HUF,EUR,Plan,315
01/09/16 0:00,24/02/18 0:00,p8_next,HUF,EUR,Plan,315
01/09/16 0:00,24/02/18 0:00,p9_next,HUF,EUR,Plan,315
01/09/16 0:00,24/02/18 0:00,p10_next,HUF,EUR,Plan,315
01/09/16 0:00,24/02/18 0:00,p11_next,HUF,EUR,Plan,315
01/09/16 0:00,24/02/18 0:00,p12_next,HUF,EUR,Plan,315
01/09/16 0:00,24/02/18 0:00,p1_next,INR,EUR,Plan,78
01/09/16 0:00,24/02/18 0:00,p2_next,INR,EUR,Plan,78
01/09/16 0:00,24/02/18 0:00,p3_next,INR,EUR,Plan,78
01/09/16 0:00,24/02/18 0:00,p4_next,INR,EUR,Plan,78
01/09/16 0:00,24/02/18 0:00,p5_next,INR,EUR,Plan,78
01/09/16 0:00,24/02/18 0:00,p6_next,INR,EUR,Plan,78
01/09/16 0:00,24/02/18 0:00,p7_next,INR,EUR,Plan,76
01/09/16 0:00,24/02/18 0:00,p8_next,INR,EUR,Plan,76
01/09/16 0:00,24/02/18 0:00,p9_next,INR,EUR,Plan,76
01/09/16 0:00,24/02/18 0:00,p10_next,INR,EUR,Plan,76
01/09/16 0:00,24/02/18 0:00,p11_next,INR,EUR,Plan,76
01/09/16 0:00,24/02/18 0:00,p12_next,INR,EUR,Plan,76
01/09/16 0:00,24/02/18 0:00,p1_next,KRW,EUR,Plan,1558.7
01/09/16 0:00,24/02/18 0:00,p2_next,KRW,EUR,Plan,1558.7
01/09/16 0:00,24/02/18 0:00,p3_next,KRW,EUR,Plan,1558.7
01/09/16 0:00,24/02/18 0:00,p4_next,KRW,EUR,Plan,1558.7
01/09/16 0:00,24/02/18 0:00,p5_next,KRW,EUR,Plan,1558.7
01/09/16 0:00,24/02/18 0:00,p6_next,KRW,EUR,Plan,1558.7
01/09/16 0:00,24/02/18 0:00,p7_next,KRW,EUR,Plan,1231.7
01/09/16 0:00,24/02/18 0:00,p8_next,KRW,EUR,Plan,1231.7
01/09/16 0:00,24/02/18 0:00,p9_next,KRW,EUR,Plan,1231.7
01/09/16 0:00,24/02/18 0:00,p10_next,KRW,EUR,Plan,1231.7
01/09/16 0:00,24/02/18 0:00,p11_next,KRW,EUR,Plan,1231.7
01/09/16 0:00,24/02/18 0:00,p12_next,KRW,EUR,Plan,1231.7
01/09/16 0:00,24/02/18 0:00,p5_next,HUF,PLN,Plan,71.48284314
01/09/16 0:00,24/02/18 0:00,p4_next,PLN,EUR,Plan,4.4
01/09/16 0:00,24/02/18 0:00,p2_next,CZK,INR,Plan,2.76
28/02/18 0:00,23/02/19 0:00,p2_cur,CZK,INR,Plan,3.03
28/02/18 0:00,23/02/19 0:00,p3_cur,CZK,INR,Plan,3.03
28/02/18 0:00,23/02/19 0:00,p4_cur,CZK,INR,Plan,3.03
28/02/18 0:00,23/02/19 0:00,p5_cur,CZK,INR,Plan,3.03
28/02/18 0:00,23/02/19 0:00,p6_cur,CZK,INR,Plan,3.03
28/02/18 0:00,23/02/19 0:00,p7_cur,CZK,INR,Plan,3.12
28/02/18 0:00,23/02/19 0:00,p8_cur,CZK,INR,Plan,3.12
28/02/18 0:00,23/02/19 0:00,p9_cur,CZK,INR,Plan,3.12
28/02/18 0:00,23/02/19 0:00,p10_cur,CZK,INR,Plan,3.12
28/02/18 0:00,23/02/19 0:00,p11_cur,CZK,INR,Plan,3.12
28/02/18 0:00,23/02/19 0:00,p12_cur,CZK,INR,Plan,3.12
28/02/18 0:00,23/02/19 0:00,p1_cur,EUR,CZK,Plan,26.2
28/02/18 0:00,23/02/19 0:00,p2_cur,EUR,CZK,Plan,26.2
28/02/18 0:00,23/02/19 0:00,p3_cur,EUR,CZK,Plan,26.2
28/02/18 0:00,23/02/19 0:00,p4_cur,EUR,CZK,Plan,26.2
28/02/18 0:00,23/02/19 0:00,p5_cur,EUR,CZK,Plan,26.2
28/02/18 0:00,23/02/19 0:00,p6_cur,EUR,CZK,Plan,26.2
28/02/18 0:00,23/02/19 0:00,p7_cur,EUR,CZK,Plan,26.2
28/02/18 0:00,23/02/19 0:00,p8_cur,EUR,CZK,Plan,26.2
28/02/18 0:00,23/02/19 0:00,p9_cur,EUR,CZK,Plan,26.2
28/02/18 0:00,23/02/19 0:00,p10_cur,EUR,CZK,Plan,26.2
28/02/18 0:00,23/02/19 0:00,p11_cur,EUR,CZK,Plan,26.2
28/02/18 0:00,23/02/19 0:00,p12_cur,EUR,CZK,Plan,26.2
28/02/18 0:00,23/02/19 0:00,p1_cur,EUR,HUF,Plan,313
28/02/18 0:00,23/02/19 0:00,p2_cur,EUR,HUF,Plan,313
28/02/18 0:00,23/02/19 0:00,p3_cur,EUR,HUF,Plan,313
28/02/18 0:00,23/02/19 0:00,p4_cur,EUR,HUF,Plan,313
28/02/18 0:00,23/02/19 0:00,p5_cur,EUR,HUF,Plan,313
28/02/18 0:00,23/02/19 0:00,p6_cur,EUR,HUF,Plan,313
28/02/18 0:00,23/02/19 0:00,p7_cur,EUR,HUF,Plan,313
28/02/18 0:00,23/02/19 0:00,p8_cur,EUR,HUF,Plan,313
28/02/18 0:00,23/02/19 0:00,p9_cur,EUR,HUF,Plan,313
28/02/18 0:00,23/02/19 0:00,p10_cur,EUR,HUF,Plan,313
28/02/18 0:00,23/02/19 0:00,p11_cur,EUR,HUF,Plan,313
28/02/18 0:00,23/02/19 0:00,p12_cur,EUR,HUF,Plan,313
28/02/18 0:00,23/02/19 0:00,p1_cur,EUR,INR,Plan,78.57
28/02/18 0:00,23/02/19 0:00,p2_cur,EUR,INR,Plan,78.57
28/02/18 0:00,23/02/19 0:00,p3_cur,EUR,INR,Plan,78.57
28/02/18 0:00,23/02/19 0:00,p4_cur,EUR,INR,Plan,78.57
28/02/18 0:00,23/02/19 0:00,p5_cur,EUR,INR,Plan,78.57
28/02/18 0:00,23/02/19 0:00,p6_cur,EUR,INR,Plan,78.57
28/02/18 0:00,23/02/19 0:00,p7_cur,EUR,INR,Plan,81
28/02/18 0:00,23/02/19 0:00,p8_cur,EUR,INR,Plan,81
28/02/18 0:00,23/02/19 0:00,p9_cur,EUR,INR,Plan,81
28/02/18 0:00,23/02/19 0:00,p10_cur,EUR,INR,Plan,81
28/02/18 0:00,23/02/19 0:00,p11_cur,EUR,INR,Plan,81
28/02/18 0:00,23/02/19 0:00,p12_cur,EUR,INR,Plan,81
28/02/18 0:00,23/02/19 0:00,p1_cur,EUR,MYR,Plan,5.18
28/02/18 0:00,23/02/19 0:00,p2_cur,EUR,MYR,Plan,5.18
28/02/18 0:00,23/02/19 0:00,p3_cur,EUR,MYR,Plan,5.18
28/02/18 0:00,23/02/19 0:00,p4_cur,EUR,MYR,Plan,5.18
28/02/18 0:00,23/02/19 0:00,p5_cur,EUR,MYR,Plan,5.18
28/02/18 0:00,23/02/19 0:00,p6_cur,EUR,MYR,Plan,5.18
28/02/18 0:00,23/02/19 0:00,p7_cur,EUR,MYR,Plan,5.26
28/02/18 0:00,23/02/19 0:00,p8_cur,EUR,MYR,Plan,5.26
28/02/18 0:00,23/02/19 0:00,p9_cur,EUR,MYR,Plan,5.26
28/02/18 0:00,23/02/19 0:00,p10_cur,EUR,MYR,Plan,5.26
28/02/18 0:00,23/02/19 0:00,p11_cur,EUR,MYR,Plan,5.26
28/02/18 0:00,23/02/19 0:00,p12_cur,EUR,MYR,Plan,5.26
28/02/18 0:00,23/02/19 0:00,p1_cur,EUR,PLN,Plan,4.4
28/02/18 0:00,23/02/19 0:00,p2_cur,EUR,PLN,Plan,4.4
28/02/18 0:00,23/02/19 0:00,p3_cur,EUR,PLN,Plan,4.4
28/02/18 0:00,23/02/19 0:00,p4_cur,EUR,PLN,Plan,4.4
28/02/18 0:00,23/02/19 0:00,p5_cur,EUR,PLN,Plan,4.4
28/02/18 0:00,23/02/19 0:00,p6_cur,EUR,PLN,Plan,4.4
28/02/18 0:00,23/02/19 0:00,p7_cur,EUR,PLN,Plan,4.4
28/02/18 0:00,23/02/19 0:00,p8_cur,EUR,PLN,Plan,4.4
28/02/18 0:00,23/02/19 0:00,p9_cur,EUR,PLN,Plan,4.4
28/02/18 0:00,23/02/19 0:00,p10_cur,EUR,PLN,Plan,4.4
28/02/18 0:00,23/02/19 0:00,p11_cur,EUR,PLN,Plan,4.4
28/02/18 0:00,23/02/19 0:00,p12_cur,EUR,PLN,Plan,4.4
28/02/18 0:00,23/02/19 0:00,p1_cur,EUR,THB,Plan,40.57
28/02/18 0:00,23/02/19 0:00,p2_cur,EUR,THB,Plan,40.57
28/02/18 0:00,23/02/19 0:00,p3_cur,EUR,THB,Plan,40.57
28/02/18 0:00,23/02/19 0:00,p4_cur,EUR,THB,Plan,40.57
28/02/18 0:00,23/02/19 0:00,p5_cur,EUR,THB,Plan,40.57
28/02/18 0:00,23/02/19 0:00,p6_cur,EUR,THB,Plan,40.57
28/02/18 0:00,23/02/19 0:00,p7_cur,EUR,THB,Plan,41.07
28/02/18 0:00,23/02/19 0:00,p8_cur,EUR,THB,Plan,41.07
28/02/18 0:00,23/02/19 0:00,p9_cur,EUR,THB,Plan,41.07
28/02/18 0:00,23/02/19 0:00,p10_cur,EUR,THB,Plan,41.07
28/02/18 0:00,23/02/19 0:00,p11_cur,EUR,THB,Plan,41.07
28/02/18 0:00,23/02/19 0:00,p12_cur,EUR,THB,Plan,41.07
28/02/18 0:00,23/02/19 0:00,p1_cur,GBP,AUD,Plan,1.7
28/02/18 0:00,23/02/19 0:00,p2_cur,GBP,AUD,Plan,1.7
28/02/18 0:00,23/02/19 0:00,p3_cur,GBP,AUD,Plan,1.7
28/02/18 0:00,23/02/19 0:00,p4_cur,GBP,AUD,Plan,1.7
28/02/18 0:00,23/02/19 0:00,p5_cur,GBP,AUD,Plan,1.7
28/02/18 0:00,23/02/19 0:00,p6_cur,GBP,AUD,Plan,1.7
28/02/18 0:00,23/02/19 0:00,p7_cur,GBP,AUD,Plan,1.71
28/02/18 0:00,23/02/19 0:00,p8_cur,GBP,AUD,Plan,1.71
28/02/18 0:00,23/02/19 0:00,p9_cur,GBP,AUD,Plan,1.71
28/02/18 0:00,23/02/19 0:00,p10_cur,GBP,AUD,Plan,1.71
28/02/18 0:00,23/02/19 0:00,p11_cur,GBP,AUD,Plan,1.71
28/02/18 0:00,23/02/19 0:00,p12_cur,GBP,AUD,Plan,1.71
28/02/18 0:00,23/02/19 0:00,p1_cur,GBP,CAD,Plan,1.65
28/02/18 0:00,23/02/19 0:00,p2_cur,GBP,CAD,Plan,1.65
28/02/18 0:00,23/02/19 0:00,p3_cur,GBP,CAD,Plan,1.65
28/02/18 0:00,23/02/19 0:00,p4_cur,GBP,CAD,Plan,1.65
28/02/18 0:00,23/02/19 0:00,p5_cur,GBP,CAD,Plan,1.65
28/02/18 0:00,23/02/19 0:00,p6_cur,GBP,CAD,Plan,1.65
28/02/18 0:00,23/02/19 0:00,p7_cur,GBP,CAD,Plan,1.66
28/02/18 0:00,23/02/19 0:00,p8_cur,GBP,CAD,Plan,1.66
28/02/18 0:00,23/02/19 0:00,p9_cur,GBP,CAD,Plan,1.66
28/02/18 0:00,23/02/19 0:00,p10_cur,GBP,CAD,Plan,1.66
28/02/18 0:00,23/02/19 0:00,p11_cur,GBP,CAD,Plan,1.66
28/02/18 0:00,23/02/19 0:00,p12_cur,GBP,CAD,Plan,1.66
28/02/18 0:00,23/02/19 0:00,p1_cur,GBP,CZK,Plan,29.99
28/02/18 0:00,23/02/19 0:00,p2_cur,GBP,CZK,Plan,29.99
28/02/18 0:00,23/02/19 0:00,p3_cur,GBP,CZK,Plan,29.99
28/02/18 0:00,23/02/19 0:00,p4_cur,GBP,CZK,Plan,29.99
28/02/18 0:00,23/02/19 0:00,p5_cur,GBP,CZK,Plan,29.99
28/02/18 0:00,23/02/19 0:00,p6_cur,GBP,CZK,Plan,29.99
28/02/18 0:00,23/02/19 0:00,p7_cur,GBP,CZK,Plan,29.85
28/02/18 0:00,23/02/19 0:00,p8_cur,GBP,CZK,Plan,29.85
28/02/18 0:00,23/02/19 0:00,p9_cur,GBP,CZK,Plan,29.85
28/02/18 0:00,23/02/19 0:00,p10_cur,GBP,CZK,Plan,29.85
28/02/18 0:00,23/02/19 0:00,p11_cur,GBP,CZK,Plan,29.85
28/02/18 0:00,23/02/19 0:00,p12_cur,GBP,CZK,Plan,29.85
28/02/18 0:00,23/02/19 0:00,p1_cur,GBP,DKK,Plan,8.24
28/02/18 0:00,23/02/19 0:00,p2_cur,GBP,DKK,Plan,8.24
28/02/18 0:00,23/02/19 0:00,p3_cur,GBP,DKK,Plan,8.24
28/02/18 0:00,23/02/19 0:00,p4_cur,GBP,DKK,Plan,8.24
28/02/18 0:00,23/02/19 0:00,p5_cur,GBP,DKK,Plan,8.24
28/02/18 0:00,23/02/19 0:00,p6_cur,GBP,DKK,Plan,8.24
28/02/18 0:00,23/02/19 0:00,p7_cur,GBP,DKK,Plan,8.18
28/02/18 0:00,23/02/19 0:00,p8_cur,GBP,DKK,Plan,8.18
27/02/17 0:00,24/02/18 0:00,p1_cur,EUR,GBP,Plan,0.86132644
01/11/17 0:00,24/02/18 0:00,p4_next,CNH,USD,Plan,6.62
28/02/18 0:00,23/02/19 0:00,p9_cur,PLN,HUF,Plan,72.42
01/09/16 0:00,24/02/18 0:00,p5_next,PLN,EUR,Plan,4.4
01/09/16 0:00,24/02/18 0:00,p6_next,PLN,EUR,Plan,4.4
01/09/16 0:00,24/02/18 0:00,p7_next,PLN,EUR,Plan,4.4
01/09/16 0:00,24/02/18 0:00,p8_next,PLN,EUR,Plan,4.4
01/09/16 0:00,24/02/18 0:00,p9_next,PLN,EUR,Plan,4.4
01/09/16 0:00,24/02/18 0:00,p10_next,PLN,EUR,Plan,4.4
01/09/16 0:00,24/02/18 0:00,p11_next,PLN,EUR,Plan,4.4
01/09/16 0:00,24/02/18 0:00,p12_next,PLN,EUR,Plan,4.4
01/09/16 0:00,24/02/18 0:00,p1_next,THB,EUR,Plan,38.327
01/09/16 0:00,24/02/18 0:00,p2_next,THB,EUR,Plan,38.327
01/09/16 0:00,24/02/18 0:00,p3_next,THB,EUR,Plan,38.327
01/09/16 0:00,24/02/18 0:00,p4_next,THB,EUR,Plan,38.327
01/09/16 0:00,24/02/18 0:00,p5_next,THB,EUR,Plan,38.327
01/09/16 0:00,24/02/18 0:00,p6_next,THB,EUR,Plan,38.327
01/09/16 0:00,24/02/18 0:00,p7_next,THB,EUR,Plan,37.235
01/09/16 0:00,24/02/18 0:00,p8_next,THB,EUR,Plan,37.235
01/09/16 0:00,24/02/18 0:00,p9_next,THB,EUR,Plan,37.235
01/09/16 0:00,24/02/18 0:00,p10_next,THB,EUR,Plan,37.235
01/09/16 0:00,24/02/18 0:00,p11_next,THB,EUR,Plan,37.235
01/09/16 0:00,24/02/18 0:00,p12_next,THB,EUR,Plan,37.235
01/09/16 0:00,24/02/18 0:00,p1_next,TRY,EUR,Plan,3.83035714
01/09/16 0:00,24/02/18 0:00,p2_next,TRY,EUR,Plan,3.83035714
01/09/16 0:00,24/02/18 0:00,p3_next,TRY,EUR,Plan,3.83035714
01/09/16 0:00,24/02/18 0:00,p4_next,TRY,EUR,Plan,3.83035714
01/09/16 0:00,24/02/18 0:00,p5_next,TRY,EUR,Plan,3.83035714
01/09/16 0:00,24/02/18 0:00,p6_next,TRY,EUR,Plan,3.83035714
01/09/16 0:00,24/02/18 0:00,p7_next,TRY,EUR,Plan,4.15
01/09/16 0:00,24/02/18 0:00,p8_next,TRY,EUR,Plan,4.15
01/09/16 0:00,24/02/18 0:00,p9_next,TRY,EUR,Plan,4.15
01/09/16 0:00,24/02/18 0:00,p10_next,TRY,EUR,Plan,4.15
01/09/16 0:00,24/02/18 0:00,p11_next,TRY,EUR,Plan,4.15
01/09/16 0:00,24/02/18 0:00,p12_next,TRY,EUR,Plan,4.15
01/09/16 0:00,24/02/18 0:00,p1_next,USD,EUR,Plan,1.13
01/09/16 0:00,24/02/18 0:00,p2_next,USD,EUR,Plan,1.13
01/09/16 0:00,24/02/18 0:00,p3_next,USD,EUR,Plan,1.13
01/09/16 0:00,24/02/18 0:00,p4_next,USD,EUR,Plan,1.13
01/09/16 0:00,24/02/18 0:00,p5_next,USD,EUR,Plan,1.13
01/09/16 0:00,24/02/18 0:00,p6_next,USD,EUR,Plan,1.13
01/09/16 0:00,24/02/18 0:00,p7_next,USD,EUR,Plan,1.09
01/09/16 0:00,24/02/18 0:00,p8_next,USD,EUR,Plan,1.09
01/09/16 0:00,24/02/18 0:00,p9_next,USD,EUR,Plan,1.09
01/09/16 0:00,24/02/18 0:00,p10_next,USD,EUR,Plan,1.09
01/09/16 0:00,24/02/18 0:00,p11_next,USD,EUR,Plan,1.09
01/09/16 0:00,24/02/18 0:00,p12_next,USD,EUR,Plan,1.09
01/09/16 0:00,24/02/18 0:00,p1_next,AUD,GBP,Plan,1.7
01/09/16 0:00,24/02/18 0:00,p2_next,AUD,GBP,Plan,1.7
01/09/16 0:00,24/02/18 0:00,p3_next,AUD,GBP,Plan,1.7
01/09/16 0:00,24/02/18 0:00,p4_next,AUD,GBP,Plan,1.7
01/09/16 0:00,24/02/18 0:00,p5_next,AUD,GBP,Plan,1.7
01/09/16 0:00,24/02/18 0:00,p6_next,AUD,GBP,Plan,1.7
01/09/16 0:00,24/02/18 0:00,p7_next,AUD,GBP,Plan,1.6
01/09/16 0:00,24/02/18 0:00,p8_next,AUD,GBP,Plan,1.6
01/09/16 0:00,24/02/18 0:00,p9_next,AUD,GBP,Plan,1.6
01/09/16 0:00,24/02/18 0:00,p10_next,AUD,GBP,Plan,1.6
01/09/16 0:00,24/02/18 0:00,p11_next,AUD,GBP,Plan,1.6
01/09/16 0:00,24/02/18 0:00,p12_next,AUD,GBP,Plan,1.6
01/09/16 0:00,24/02/18 0:00,p1_next,CAD,GBP,Plan,1.69715
01/09/16 0:00,24/02/18 0:00,p2_next,CAD,GBP,Plan,1.69715
01/09/16 0:00,24/02/18 0:00,p3_next,CAD,GBP,Plan,1.69715
01/09/16 0:00,24/02/18 0:00,p4_next,CAD,GBP,Plan,1.69715
01/09/16 0:00,24/02/18 0:00,p5_next,CAD,GBP,Plan,1.69715
01/09/16 0:00,24/02/18 0:00,p6_next,CAD,GBP,Plan,1.69715
01/09/16 0:00,24/02/18 0:00,p7_next,CAD,GBP,Plan,1.71035
01/09/16 0:00,24/02/18 0:00,p8_next,CAD,GBP,Plan,1.71035
01/09/16 0:00,24/02/18 0:00,p9_next,CAD,GBP,Plan,1.71035
01/09/16 0:00,24/02/18 0:00,p10_next,CAD,GBP,Plan,1.71035
01/09/16 0:00,24/02/18 0:00,p11_next,CAD,GBP,Plan,1.71035
01/09/16 0:00,24/02/18 0:00,p12_next,CAD,GBP,Plan,1.71035
01/09/16 0:00,24/02/18 0:00,p1_next,CNH,GBP,Plan,8.218
01/09/16 0:00,24/02/18 0:00,p2_next,CNH,GBP,Plan,8.218
01/09/16 0:00,24/02/18 0:00,p3_next,CNH,GBP,Plan,8.218
01/09/16 0:00,24/02/18 0:00,p4_next,CNH,GBP,Plan,8.218
01/09/16 0:00,24/02/18 0:00,p5_next,CNH,GBP,Plan,8.218
01/09/16 0:00,24/02/18 0:00,p6_next,CNH,GBP,Plan,8.218
01/09/16 0:00,24/02/18 0:00,p7_next,CNH,GBP,Plan,8.131
01/09/16 0:00,24/02/18 0:00,p8_next,CNH,GBP,Plan,8.131
01/09/16 0:00,24/02/18 0:00,p9_next,CNH,GBP,Plan,8.131
01/09/16 0:00,24/02/18 0:00,p10_next,CNH,GBP,Plan,8.131
01/09/16 0:00,24/02/18 0:00,p11_next,CNH,GBP,Plan,8.131
01/09/16 0:00,24/02/18 0:00,p12_next,CNH,GBP,Plan,8.131
